station_name,lat,lon,total_rides,subscriber_rides,customer_rides,path_id
"Lake Park Ave & 56th St",41.793242,-87.587782,3818,3196,622,755
"Michigan Ave & Oak St",41.90096039,-87.62377664,3816,1973,1843,756
"Clark St & Elm St",41.903233,-87.631253,3816,1973,1843,756
"Clark St & Elm St",41.903233,-87.631253,3813,3186,627,757
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,3813,3186,627,757
"Theater on the Lake",41.926277,-87.630834,3809,2251,1558,758
"Marine Dr & Ainslie St",41.9716,-87.650154,3809,2251,1558,758
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,3804,3331,473,759
"Broadway & Cornelia Ave",41.945529,-87.646439,3804,3331,473,759
"Wacker Dr & Washington St Corral",41.88316,-87.63736,3803,3704,99,760
"Daley Center Plaza",41.884241,-87.629634,3803,3704,99,760
"McClurg Ct & Erie St",41.894503,-87.617854,3802,1291,2511,761
"Streeter Dr & Grand Ave",41.892278,-87.612043,3802,1291,2511,761
"Michigan Ave & Lake St",41.886024,-87.624117,3798,538,3260,762
"Lake Shore Dr & Monroe St",41.880958,-87.616743,3798,538,3260,762
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,3797,2864,933,763
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,3797,2864,933,763
"Franklin St & Monroe St",41.880317,-87.635185,3788,3564,224,764
"Kingsbury St & Erie St",41.8939139,-87.6417358,3788,3564,224,764
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,3778,3292,486,765
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,3778,3292,486,765
"Stetson Ave & South Water St",41.886835,-87.62232,3778,3489,289,766
"Clark St & Lake St",41.8860208277,-87.6308760584,3778,3489,289,766
"Broadway & Barry Ave",41.937725,-87.644095,3778,3351,427,767
"Halsted St & Roscoe St",41.94367,-87.64895,3778,3351,427,767
"Broadway & Barry Ave",41.937725,-87.644095,3775,3380,395,768
"Clark St & Wrightwood Ave",41.929546,-87.643118,3775,3380,395,768
"Canal St & Adams St",41.879255,-87.639904,3774,2288,1486,769
"Dearborn St & Adams St Corral",41.87939,-87.62988,3774,2288,1486,769
"Emerald Ave & 31st St",41.838198,-87.645143,3772,3372,400,770
"Halsted St & Archer Ave",41.847203,-87.646795,3772,3372,400,770
"Lake Shore Dr & Monroe St",41.880958,-87.616743,3772,1130,2642,771
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,3772,1130,2642,771
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,3771,3325,446,772
"Green St & Madison St",41.881859328,-87.6492637396,3771,3325,446,772
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,3766,3436,330,773
"Clark St & Winnemac Ave",41.9733476405,-87.6678554714,3766,3436,330,773
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,3763,3556,207,774
"Franklin St & Monroe St",41.880317,-87.635185,3763,3556,207,774
"California Ave & Milwaukee Ave",41.922695,-87.697153,3757,3290,467,775
"Albany Ave & Bloomingdale Ave",41.9140267127,-87.705126462,3757,3290,467,775
"Dearborn St & Erie St",41.893992,-87.629318,3755,3239,516,776
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,3755,3239,516,776
"Wells St & Concord Ln",41.912133,-87.634656,3753,3000,753,777
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,3753,3000,753,777
"Clinton St & Washington Blvd",41.88338,-87.64117,3751,3370,381,778
"Wabash Ave & Wacker Pl",41.886875,-87.62603,3751,3370,381,778
"LaSalle St & Illinois St",41.890749,-87.63206,3751,3035,716,779
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,3751,3035,716,779
"Clark St & Drummond Pl",41.931248,-87.644336,3749,3286,463,780
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,3749,3286,463,780
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,3749,1462,2287,781
"Michigan Ave & Oak St",41.90096039,-87.62377664,3749,1462,2287,781
"Leavitt St & North Ave",41.910153,-87.68229,3740,3478,262,782
"Marshfield Ave & Cortland St",41.916017,-87.668879,3740,3478,262,782
"Larrabee St & Kingsbury St",41.897764,-87.642884,3738,3579,159,783
"Clinton St & Lake St",41.885637,-87.641823,3738,3579,159,783
"Clinton St & Washington Blvd",41.88338,-87.64117,3732,2831,901,784
"Millennium Park",41.8810317,-87.62408432,3732,2831,901,784
"Broadway & Waveland Ave",41.949074,-87.648636,3731,3273,458,785
"Halsted St & Roscoe St",41.94367,-87.64895,3731,3273,458,785
"McClurg Ct & Erie St",41.894503,-87.617854,3729,3508,221,786
"Canal St & Adams St",41.879255,-87.639904,3729,3508,221,786
"Clinton St & Lake St",41.88583274,-87.64138231,3728,3644,84,787
"Canal St & Adams St",41.879255,-87.639904,3728,3644,84,787
"Michigan Ave & Oak St",41.90096039,-87.62377664,3728,1044,2684,788
"Montrose Harbor",41.963982,-87.638181,3728,1044,2684,788
"Halsted St & Roscoe St",41.94367,-87.64895,3727,1582,2145,789
"Theater on the Lake",41.926277,-87.630834,3727,1582,2145,789
"Field Blvd & South Water St",41.8863490627,-87.6175165471,3721,2900,821,790
"Theater on the Lake",41.926277,-87.630834,3721,2900,821,790
"Michigan Ave & Lake St",41.886024,-87.624117,3720,3412,308,791
"LaSalle St & Jackson Blvd",41.87817,-87.631985,3720,3412,308,791
"Shore Dr & 55th St",41.795212,-87.580715,3719,3220,499,792
"Ellis Ave & 58th St",41.788746,-87.601334,3719,3220,499,792
"Clinton St & Washington Blvd",41.88338,-87.64117,3716,3656,60,793
"Hermitage Ave & Polk St",41.871514,-87.669886,3716,3656,60,793
"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,3710,3459,251,794
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,3710,3459,251,794
"Clark St & Armitage Ave",41.918306,-87.636282,3710,2445,1265,795
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,3710,2445,1265,795
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,3707,3433,274,796
"Morgan St & Lake St",41.8854833079,-87.6523048564,3707,3433,274,796
"LaSalle St & Illinois St",41.890762,-87.631697,3707,2909,798,797
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,3707,2909,798,797
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,3702,2037,1665,798
"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,3702,2037,1665,798
"Bissell St & Armitage Ave",41.91844,-87.65222,3701,2175,1526,799
"Lake Shore Dr & North Blvd",41.911722,-87.626804,3701,2175,1526,799
"Benson Ave & Church St",42.048214,-87.683485,3700,2741,959,800
"Chicago Ave & Sheridan Rd",42.050491,-87.677821,3700,2741,959,800
"Millennium Park",41.8810317,-87.62408432,3698,901,2797,801
"DuSable Lake Shore Dr & Monroe St",41.880958,-87.616743,3698,901,2797,801
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,3684,3111,573,802
"Broadway & Waveland Ave",41.949074,-87.648636,3684,3111,573,802
"Green St & Randolph St*",41.8836016573,-87.6486267149,3683,3326,357,803
"Canal St & Adams St",41.879255,-87.639904,3683,3326,357,803
"Dusable Harbor",41.886976,-87.612813,3679,720,2959,804
"Millennium Park",41.8810317,-87.62408432,3679,720,2959,804
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,3674,3283,391,805
"Ravenswood Ave & Irving Park Rd",41.95469,-87.67393,3674,3283,391,805
"Theater on the Lake",41.926277,-87.630834,3674,1760,1914,806
"Larrabee St & Webster Ave",41.921822,-87.64414,3674,1760,1914,806
"Daley Center Plaza",41.884241,-87.629634,3672,3443,229,807
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,3672,3443,229,807
"Clinton St & Madison St",41.8827519657,-87.6411902905,3671,3586,85,808
"Hermitage Ave & Polk St",41.871514,-87.669886,3671,3586,85,808
"Sedgwick St & North Ave",41.910983,-87.638525,3671,2958,713,809
"Dayton St & North Ave",41.9105780349,-87.6494219288,3671,2958,713,809
"Rush St & Hubbard St",41.890173,-87.626185,3670,3504,166,810
"Canal St & Madison St",41.882091,-87.639833,3670,3504,166,810
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,3669,3222,447,811
"Clark St & Elm St",41.903233,-87.631253,3669,3222,447,811
"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,3667,3595,72,812
"Dearborn St & Erie St",41.893992,-87.629318,3667,3595,72,812
"Clark St & Elm St",41.903233,-87.631253,3665,3446,219,813
"Franklin St & Monroe St",41.880317,-87.635185,3665,3446,219,813
"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,3662,3251,411,814
"Broadway & Barry Ave",41.937725,-87.644095,3662,3251,411,814
"Dearborn St & Erie St",41.893992,-87.629318,3655,986,2669,815
"Streeter Dr & Grand Ave",41.892278,-87.612043,3655,986,2669,815
"Columbus Dr & Randolph St",41.884728,-87.619521,3654,3068,586,816
"Michigan Ave & Madison St",41.882134,-87.625125,3654,3068,586,816
"Clark St & Armitage Ave",41.918306,-87.636282,3653,2523,1130,817
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,3653,2523,1130,817
"Clarendon Ave & Gordon Ter",41.957879,-87.649519,3652,2154,1498,818
"Theater on the Lake",41.926277,-87.630834,3652,2154,1498,818
"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,3650,1913,1737,819
"Lake Shore Dr & North Blvd",41.911722,-87.626804,3650,1913,1737,819
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,3641,3202,439,820
"Sheffield Ave & Webster Ave",41.92154,-87.653818,3641,3202,439,820
"Millennium Park",41.8810317,-87.62408432,3640,2338,1302,821
"Clinton St & Madison St",41.8827519657,-87.6411902905,3640,2338,1302,821
"Broadway & Cornelia Ave",41.945529,-87.646439,3639,3424,215,822
"Broadway & Barry Ave",41.937725,-87.644095,3639,3424,215,822
"Dearborn St & Monroe St",41.881319815,-87.6295209193,3638,3351,287,823
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,3638,3351,287,823
"Damen Ave & Leland Ave",41.967094,-87.679028,3638,3349,289,824
"Western Ave & Leland Ave",41.966555,-87.688487,3638,3349,289,824
"Field Museum",41.865312,-87.617867,3636,1354,2282,825
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,3636,1354,2282,825
"Marshfield Ave & Cortland St",41.916017,-87.668879,3635,3512,123,826
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,3635,3512,123,826
"Dearborn St & Monroe St",41.881319815,-87.6295209193,3633,3112,521,827
"State St & Kinzie St",41.88918,-87.6277,3633,3112,521,827
"DuSable Lake Shore Dr & North Blvd",41.911722,-87.626804,3632,819,2813,828
"DuSable Lake Shore Dr & Monroe St",41.880958,-87.616743,3632,819,2813,828
"LaSalle St & Illinois St",41.890749,-87.63206,3630,3267,363,829
"Canal St & Adams St",41.879255,-87.639904,3630,3267,363,829
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,3629,2250,1379,830
"Michigan Ave & Oak St",41.90096039,-87.62377664,3629,2250,1379,830
"Fort Dearborn Dr & 31st St",41.838556,-87.608218,3628,2084,1544,831
"Shore Dr & 55th St",41.795212,-87.580715,3628,2084,1544,831
"Theater on the Lake",41.926277,-87.630834,3628,1471,2157,832
"Wilton Ave & Belmont Ave",41.94018,-87.65304,3628,1471,2157,832
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,3624,2478,1146,833
"Broadway & Thorndale Ave",41.9897425114,-87.6601406209,3624,2478,1146,833
"Michigan Ave & Oak St",41.90096039,-87.62377664,3618,1997,1621,834
"Broadway & Barry Ave",41.937725,-87.644095,3618,1997,1621,834
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,3618,3184,434,835
"Clark St & Elm St",41.903233,-87.631253,3618,3184,434,835
"Clinton St & Madison St",41.8827519657,-87.6411902905,3615,3497,118,836
"Clinton St & Lake St",41.88583274,-87.64138231,3615,3497,118,836
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,3615,2809,806,837
"Western Ave & Walton St",41.8984176894,-87.6865960164,3615,2809,806,837
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,3614,3495,119,838
"Paulina St & Montrose Ave",41.961507,-87.671387,3614,3495,119,838
"Damen Ave & Sunnyside Ave",41.96325,-87.679258,3613,3433,180,839
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,3613,3433,180,839
"St. Clair St & Erie St",41.8943451374,-87.6227983832,3610,3076,534,840
"McClurg Ct & Erie St",41.894503,-87.617854,3610,3076,534,840
"Clinton St & Washington Blvd",41.88338,-87.64117,3605,3462,143,841
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,3605,3462,143,841
"Dearborn St & Monroe St",41.881319815,-87.6295209193,3601,2863,738,842
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,3601,2863,738,842
"Wells St & Huron St",41.8947953,-87.6343743,3601,3249,352,843
"St. Clair St & Erie St",41.8943451374,-87.6227983832,3601,3249,352,843
"Clark St & North Ave",41.911974,-87.631942,3599,2497,1102,844
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,3599,2497,1102,844
"St. Clair St & Erie St",41.8943451374,-87.6227983832,3599,2531,1068,845
"Michigan Ave & Lake St",41.886024,-87.624117,3599,2531,1068,845
"Halsted St & Polk St",41.87184,-87.64664,3598,3272,326,846
"Racine Ave & Congress Pkwy",41.87464,-87.65703,3598,3272,326,846
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,3598,3151,447,847
"Franklin St & Lake St",41.885837,-87.6355,3598,3151,447,847
"Clark St & Lincoln Ave",41.915689,-87.6346,3588,2580,1008,848
"Sheffield Ave & Webster Ave",41.92154,-87.653818,3588,2580,1008,848
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,3588,3159,429,849
"Clark St & Grace St",41.95078,-87.659172,3588,3159,429,849
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,3587,2683,904,850
"Michigan Ave & Lake St",41.886024,-87.624117,3587,2683,904,850
"Canal St & Madison St",41.882091,-87.639833,3587,3538,49,851
"LaSalle St & Jackson Blvd",41.878166,-87.631929,3587,3538,49,851
"Southport Ave & Roscoe St",41.943739,-87.66402,3585,2781,804,852
"Halsted St & Roscoe St",41.94367,-87.64895,3585,2781,804,852
"Wabash Ave & 8th St",41.871962,-87.626106,3579,2928,651,853
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,3579,2928,651,853
"Sheridan Rd & Noyes St (NU)",42.058239,-87.677432,3579,2616,963,854
"University Library (NU)",42.052939,-87.673447,3579,2616,963,854
"Cornell Ave & Hyde Park Blvd",41.802406,-87.586924,3578,3163,415,855
"Ellis Ave & 58th St",41.788746,-87.601334,3578,3163,415,855
"Daley Center Plaza",41.884241,-87.629634,3578,3255,323,856
"St. Clair St & Erie St",41.8943451374,-87.6227983832,3578,3255,323,856
"Broadway & Barry Ave",41.937725,-87.644095,3576,3246,330,857
"Broadway & Waveland Ave",41.949074,-87.648636,3576,3246,330,857
"Lake Shore Dr & Monroe St",41.880958,-87.616743,3573,302,3271,858
"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,3573,302,3271,858
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,3565,3317,248,859
"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,3565,3317,248,859
"Damen Ave & Wellington Ave",41.93588,-87.67842,3562,3178,384,860
"Ashland Ave & Wellington Ave",41.936083,-87.669807,3562,3178,384,860
"Clark St & Randolph St",41.884576228,-87.63188991,3558,2759,799,861
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,3558,2759,799,861
"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,3557,3273,284,862
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,3557,3273,284,862
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,3555,3014,541,863
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,3555,3014,541,863
"Clinton St & Tilden St",41.875885,-87.640795,3551,3310,241,864
"Canal St & Adams St",41.879255,-87.639904,3551,3310,241,864
"Halsted St & Wrightwood Ave",41.929143,-87.649077,3551,2013,1538,865
"Theater on the Lake",41.926277,-87.630834,3551,2013,1538,865
"Emerald Ave & 31st St",41.838198,-87.645143,3549,3259,290,866
"State St & 33rd St",41.834734,-87.625813,3549,3259,290,866
"Federal St & Polk St",41.8720776329,-87.6295437729,3546,3299,247,867
"Franklin St & Monroe St",41.880317,-87.635185,3546,3299,247,867
"Broadway & Waveland Ave",41.949074,-87.648636,3544,3366,178,868
"Clarendon Ave & Gordon Ter",41.957879,-87.649519,3544,3366,178,868
"Clybourn Ave & Division St",41.904613,-87.640552,3542,3347,195,869
"Sedgwick St & North Ave",41.910983,-87.638525,3542,3347,195,869
"Wilton Ave & Belmont Ave",41.94018,-87.65304,3538,3215,323,870
"Southport Ave & Wellington Ave",41.935733,-87.663576,3538,3215,323,870
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,3537,2424,1113,871
"McClurg Ct & Illinois St",41.89102,-87.6173,3537,2424,1113,871
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,3536,2162,1374,872
"Albany Ave & Bloomingdale Ave",41.9140267127,-87.705126462,3536,2162,1374,872
"Canal St & Adams St",41.879255,-87.639904,3534,3290,244,873
"Aberdeen St & Monroe St",41.880419,-87.655519,3534,3290,244,873
"Clinton St & Washington Blvd",41.88338,-87.64117,3532,3338,194,874
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,3532,3338,194,874
"McClurg Ct & Illinois St",41.89102,-87.6173,3532,1775,1757,875
"Michigan Ave & Lake St",41.886024,-87.624117,3532,1775,1757,875
"Michigan Ave & Madison St",41.882134,-87.625125,3526,2971,555,876
"Clinton St & Madison St",41.8827519657,-87.6411902905,3526,2971,555,876
"Sedgwick St & North Ave",41.910983,-87.638525,3521,2790,731,877
"Larrabee St & Webster Ave",41.921822,-87.64414,3521,2790,731,877
"Shore Drive & 55th St",41.795212,-87.580715,3517,1328,2189,878
"Fort Dearborn Dr & 31st St",41.838556,-87.608218,3517,1328,2189,878
"Shore Dr & 55th St",41.795212,-87.580715,3517,2668,849,879
"Cornell Ave & Hyde Park Blvd",41.802406,-87.586924,3517,2668,849,879
"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,3514,182,3332,880
"Streeter Dr & Illinois St",41.891071,-87.6122,3514,182,3332,880
"Racine Ave & 18th St",41.8581806068,-87.6564866473,3513,3051,462,881
"Paulina St & 18th St",41.857901,-87.668745,3513,3051,462,881
"Lake Shore Dr & North Blvd",41.911722,-87.626804,3513,1815,1698,882
"Larrabee St & Webster Ave",41.921822,-87.64414,3513,1815,1698,882
"Ellis Ave & 60th St",41.7850971464,-87.6010727606,3511,2424,1087,883
"Shore Dr & 55th St",41.795212,-87.580715,3511,2424,1087,883
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,3501,2937,564,884
"Wabash Ave & Grand Ave",41.891466,-87.626761,3501,2937,564,884
"Michigan Ave & Oak St",41.90096039,-87.62377664,3500,1209,2291,885
"Columbus Dr & Randolph St",41.884728,-87.619521,3500,1209,2291,885
"Theater on the Lake",41.926277,-87.630834,3500,1821,1679,886
"Sedgwick St & Webster Ave",41.922167,-87.638888,3500,1821,1679,886
"Sheffield Ave & Willow St",41.913688,-87.652855,3498,3255,243,887
"Dayton St & North Ave",41.9105780349,-87.6494219288,3498,3255,243,887
"Streeter Dr & Grand Ave",41.892278,-87.612043,3496,390,3106,888
"Michigan Ave & Washington St",41.8839840647,-87.6246839762,3496,390,3106,888
"Southport Ave & Waveland Ave",41.94815,-87.66394,3495,2944,551,889
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,3495,2944,551,889
"Clybourn Ave & Division St",41.904613,-87.640552,3494,3435,59,890
"Clinton St & Washington Blvd",41.88338,-87.64117,3494,3435,59,890
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,3493,2877,616,891
"Green St & Randolph St*",41.8836016573,-87.6486267149,3493,2877,616,891
"Canal St & Adams St",41.879255,-87.639904,3492,3329,163,892
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,3492,3329,163,892
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,3491,1317,2174,893
"Michigan Ave & Oak St",41.90096039,-87.62377664,3491,1317,2174,893
"Clark St & Schiller St",41.907993,-87.631501,3486,3013,473,894
"Wells St & Concord Ln",41.912133,-87.634656,3486,3013,473,894
"Columbus Dr & Randolph St",41.884728,-87.619521,3486,2417,1069,895
"Michigan Ave & Lake St",41.886024,-87.624117,3486,2417,1069,895
"Prairie Ave & Garfield Blvd",41.794853,-87.618691,3485,3100,385,896
"University Ave & 57th St",41.791478,-87.599861,3485,3100,385,896
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,3484,2917,567,897
"Marshfield Ave & Cortland St",41.916017,-87.668879,3484,2917,567,897
"Michigan Ave & 8th St",41.872773,-87.623981,3481,1830,1651,898
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,3481,1830,1651,898
"Streeter Dr & Grand Ave",41.892278,-87.612043,3479,743,2736,899
"State St & Kinzie St",41.88918,-87.6277,3479,743,2736,899
"Adler Planetarium",41.866095,-87.607267,3477,815,2662,900
"Dusable Harbor",41.886976,-87.612813,3477,815,2662,900
"Clinton St & Madison St",41.8827519657,-87.6411902905,3477,2918,559,901
"900 W Harrison St",41.874754,-87.649807,3477,2918,559,901
"Sheffield Ave & Webster Ave",41.92154,-87.653818,3473,3011,462,902
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,3473,3011,462,902
"Franklin St & Monroe St",41.880317,-87.635185,3468,1669,1799,903
"Millennium Park",41.8810317,-87.62408432,3468,1669,1799,903
"Millennium Park",41.8810317,-87.62408432,3467,1036,2431,904
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,3467,1036,2431,904
"Rush St & Superior St",41.8957647456,-87.6259080327,3463,3125,338,905
"McClurg Ct & Erie St",41.894503,-87.617854,3463,3125,338,905
"Millennium Park",41.8810317,-87.62408432,3461,2349,1112,906
"Calumet Ave & 18th St",41.857611,-87.619407,3461,2349,1112,906
"Michigan Ave & Pearson St",41.89766,-87.62351,3457,802,2655,907
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,3457,802,2655,907
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,3456,772,2684,908
"McCormick Place",41.8513751729,-87.6188346489,3456,772,2684,908
"Clinton St & Tilden St",41.875885,-87.640795,3453,2972,481,909
"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,3453,2972,481,909
"Broadway & Sheridan Rd",41.952833,-87.649993,3452,2976,476,910
"Halsted St & Roscoe St",41.94367,-87.64895,3452,2976,476,910
"Dearborn St & Monroe St",41.881319815,-87.6295209193,3450,2901,549,911
"Dearborn St & Erie St",41.893992,-87.629318,3450,2901,549,911
"Franklin St & Monroe St",41.880317,-87.635185,3449,3314,135,912
"Dearborn St & Adams St",41.8793563587,-87.6297910363,3449,3314,135,912
"Clinton St & Washington Blvd",41.88338,-87.64117,3449,3285,164,913
"Franklin St & Lake St",41.885837,-87.6355,3449,3285,164,913
"Wabash Ave & 9th St",41.870769,-87.625734,3444,3039,405,914
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,3444,3039,405,914
"Dayton St & North Ave",41.9105780349,-87.6494219288,3441,2724,717,915
"Wells St & Concord Ln",41.912133,-87.634656,3441,2724,717,915
"Throop St & Taylor St",41.868968,-87.659141,3441,3184,257,916
"Halsted St & Polk St",41.87184,-87.64664,3441,3184,257,916
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,3440,3197,243,917
"Southport Ave & Wellington Ave",41.935733,-87.663576,3440,3197,243,917
"Clark St & Armitage Ave",41.918306,-87.636282,3437,2570,867,918
"Sheffield Ave & Webster Ave",41.92154,-87.653818,3437,2570,867,918
"Ravenswood Ave & Lawrence Ave",41.968445,-87.674226,3436,2956,480,919
"Clark St & Winnemac Ave",41.9733476405,-87.6678554714,3436,2956,480,919
"Clark St & Armitage Ave",41.918306,-87.636282,3436,2450,986,920
"Clifton Ave & Armitage Ave",41.918216,-87.656936,3436,2450,986,920
"Columbus Dr & Randolph St",41.884728,-87.619521,3434,3116,318,921
"LaSalle St & Washington St",41.882664,-87.63253,3434,3116,318,921
"McClurg Ct & Illinois St",41.89102,-87.6173,3432,3140,292,922
"Franklin St & Monroe St",41.880317,-87.635185,3432,3140,292,922
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,3427,3017,410,923
"Clark St & Lake St",41.8860208277,-87.6308760584,3427,3017,410,923
"Damen Ave & Thomas St (Augusta Blvd)",41.901315,-87.677409,3427,2910,517,924
"Ashland Ave & Division St",41.90345,-87.667747,3427,2910,517,924
"Canal St & Adams St",41.879255,-87.639904,3426,3252,174,925
"Morgan St & Polk St",41.871737,-87.65103,3426,3252,174,925
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,3426,2602,824,926
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,3426,2602,824,926
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,3425,3067,358,927
"Wells St & Concord Ln",41.912133,-87.634656,3425,3067,358,927
"Buckingham Fountain",41.876368,-87.6205586,3425,407,3018,928
"Adler Planetarium",41.866095,-87.607267,3425,407,3018,928
