user_type_label,station_a_name,station_b_name,count_ab,count_ba,diff,total,asymmetry_ratio
Customer,Dayton St & North Ave,Larrabee St & Kingsbury St,1020,1267,247,2287,0.11
Customer,Canal St & Taylor St,Canal St & Harrison St,1012,1270,258,2282,0.11
Customer,State St & Kinzie St,Clark St & Congress Pkwy,1256,998,258,2254,0.11
Customer,Kingsbury St & Kinzie St,Wells St & Concord Ln,1213,979,234,2192,0.11
Customer,Clark St & Montrose Ave,Clark St & Grace St,962,1212,250,2174,0.11
Customer,Clark St & Armitage Ave,Halsted St & Dickens Ave,1196,964,232,2160,0.11
Customer,Theater on the Lake,Sheffield Ave & Fullerton Ave,1158,928,230,2086,0.11
Customer,Clark St & Lincoln Ave,Halsted St & Dickens Ave,1162,924,238,2086,0.11
Customer,Daley Center Plaza,Fairbanks Ct & Grand Ave,1130,909,221,2039,0.11
Customer,Michigan Ave & 18th St,Calumet Ave & 18th St,902,1136,234,2038,0.11
Customer,Wabash Ave & Roosevelt Rd,Michigan Ave & Madison St,900,1118,218,2018,0.11
Customer,Green St & Madison St,Wacker Dr & Washington St Corral,1111,889,222,2000,0.11
Customer,Theater on the Lake,Streeter Dr & Grand Ave,5309,6521,1212,11830,0.1
Customer,Ellis Ave & 55th St,Kimbark Ave & 53rd St,6126,5022,1104,11148,0.1
Customer,Sheffield Ave & Wellington Ave,Southport Ave & Wellington Ave,4668,5728,1060,10396,0.1
Customer,Clinton St & Washington Blvd,Morgan St & Lake St,4705,3881,824,8586,0.1
Customer,Racine Ave & Fullerton Ave,Sheffield Ave & Fullerton Ave,3280,4045,765,7325,0.1
Customer,California Ave & Milwaukee Ave,Humboldt Blvd & Armitage Ave,3164,3846,682,7010,0.1
Customer,Broadway & Waveland Ave,Pine Grove Ave & Irving Park Rd,3708,3016,692,6724,0.1
Customer,Kingsbury St & Erie St,Dearborn St & Erie St,3392,2761,631,6153,0.1
Customer,Loomis St & Taylor St,May St & Taylor St,2724,3320,596,6044,0.1
Customer,Kingsbury St & Erie St,Larrabee St & Kingsbury St,3328,2700,628,6028,0.1
Customer,Cityfront Plaza Dr & Pioneer Ct,Canal St & Madison St,3013,2478,535,5491,0.1
Customer,Ravenswood Ave & Berteau Ave,Ravenswood Ave & Lawrence Ave,2873,2372,501,5245,0.1
Customer,Indiana Ave & Roosevelt Rd,Adler Planetarium,2328,2833,505,5161,0.1
Customer,Clinton St & Washington Blvd,Michigan Ave & Washington St,2238,2753,515,4991,0.1
Customer,Ellis Ave & 58th St,Ellis Ave & 53rd St,2086,2565,479,4651,0.1
Customer,Rush St & Hubbard St,Clinton St & Madison St,2376,1933,443,4309,0.1
Customer,Dearborn St & Monroe St,LaSalle St & Jackson Blvd,1844,2252,408,4096,0.1
Customer,Dearborn Pkwy & Delaware Pl,Franklin St & Monroe St,1804,2201,397,4005,0.1
Customer,Canal St & Adams St,Wells St & Huron St,1707,2077,370,3784,0.1
Customer,Ashland Ave & Grace St,Southport Ave & Waveland Ave,1669,2035,366,3704,0.1
Customer,Dearborn St & Monroe St,Kingsbury St & Erie St,1651,2034,383,3685,0.1
Customer,Wabash Ave & Roosevelt Rd,Adler Planetarium,1636,1996,360,3632,0.1
Customer,Clark St & Armitage Ave,Lake Shore Dr & North Blvd,1581,1913,332,3494,0.1
Customer,Damen Ave & Division St,Damen Ave & Pierce Ave,1906,1563,343,3469,0.1
Customer,Michigan Ave & Oak St,Clark St & Lincoln Ave,1895,1564,331,3459,0.1
Customer,Damen Ave & Sunnyside Ave,Ravenswood Ave & Lawrence Ave,1893,1540,353,3433,0.1
Customer,Ellis Ave & 55th St,Blackstone Ave & Hyde Park Blvd,1540,1888,348,3428,0.1
Customer,Wells St & Evergreen Ave,Wells St & Huron St,1867,1528,339,3395,0.1
Customer,Clark St & Wrightwood Ave,Broadway & Barry Ave,1851,1529,322,3380,0.1
Customer,Sheffield Ave & Webster Ave,Sheffield Ave & Fullerton Ave,1769,1433,336,3202,0.1
Customer,Sheffield Ave & Waveland Ave,Clark St & Grace St,1419,1740,321,3159,0.1
Customer,Clark St & Elm St,Clark St & Chicago Ave,1381,1679,298,3060,0.1
Customer,Clinton St & Madison St,900 W Harrison St,1320,1598,278,2918,0.1
Customer,Larrabee St & Kingsbury St,Clark St & Chicago Ave,1299,1602,303,2901,0.1
Customer,Western Ave & Walton St,Damen Ave & Pierce Ave,1540,1269,271,2809,0.1
Customer,Franklin St & Arcade Pl,Michigan Ave & Washington St,1537,1262,275,2799,0.1
Customer,Indiana Ave & Roosevelt Rd,Michigan Ave & Congress Pkwy,1217,1486,269,2703,0.1
Customer,Larrabee St & Menomonee St,Sheffield Ave & Willow St,1207,1489,282,2696,0.1
Customer,Halsted St & Maxwell St,May St & Taylor St,1151,1398,247,2549,0.1
Customer,Wood St & Augusta Blvd,Ashland Ave & Division St,1393,1143,250,2536,0.1
Customer,Desplaines St & Kinzie St,Morgan St & Lake St,1366,1120,246,2486,0.1
Customer,Wells St & Concord Ln,Larrabee St & Kingsbury St,1110,1354,244,2464,0.1
Customer,Campbell Ave & North Ave,Western Ave & Winnebago Ave,1347,1113,234,2460,0.1
Customer,Desplaines St & Jackson Blvd,Clinton St & Washington Blvd,1080,1310,230,2390,0.1
Customer,Ellis Ave & 58th St,University Ave & 57th St,1285,1061,224,2346,0.1
Customer,Canal St & Madison St,Daley Center Plaza,999,1213,214,2212,0.1
Customer,Pine Grove Ave & Waveland Ave,Pine Grove Ave & Irving Park Rd,951,1170,219,2121,0.1
Customer,Dearborn St & Erie St,Franklin St & Quincy St,946,1156,210,2102,0.1
Customer,Clinton St & Madison St,McClurg Ct & Illinois St,1153,939,214,2092,0.1
Customer,Halsted St & Wrightwood Ave,Clark St & Lincoln Ave,943,1144,201,2087,0.1
Customer,Kingsbury St & Kinzie St,LaSalle St & Jackson Blvd,1131,922,209,2053,0.1
Customer,St. Clair St & Erie St,Wabash Ave & Grand Ave,1113,915,198,2028,0.1
Customer,Morgan St & Polk St,Loomis St & Taylor St,4143,4966,823,9109,0.09
Customer,Ellis Ave & 58th St,Ellis Ave & 55th St,4582,3828,754,8410,0.09
Customer,Ellis Ave & 55th St,Ellis Ave & 53rd St,4559,3778,781,8337,0.09
Customer,Damen Ave & Division St,Damen Ave & Pierce Ave,4160,3482,678,7642,0.09
Customer,Kingsbury St & Kinzie St,Sedgwick St & Huron St,4010,3350,660,7360,0.09
Customer,Sheridan Rd & Irving Park Rd,Southport Ave & Clark St,2423,2886,463,5309,0.09
Customer,Broadway & Thorndale Ave,Clark St & Elmdale Ave,2402,2868,466,5270,0.09
Customer,Morgan St & 18th St,Morgan St & Polk St,2795,2356,439,5151,0.09
Customer,Dearborn St & Adams St,Wabash Ave & Roosevelt Rd,2801,2326,475,5127,0.09
Customer,Leavitt St & Lawrence Ave,Ravenswood Ave & Lawrence Ave,2774,2293,481,5067,0.09
Customer,Sheridan Rd & Montrose Ave,Broadway & Waveland Ave,2159,2608,449,4767,0.09
Customer,Theater on the Lake,Lakeview Ave & Fullerton Pkwy,2498,2091,407,4589,0.09
Customer,Ravenswood Ave & Irving Park Rd,Ashland Ave & Belle Plaine Ave,1988,2391,403,4379,0.09
Customer,Wells St & Concord Ln,Larrabee St & Webster Ave,2391,1978,413,4369,0.09
Customer,Larrabee St & Armitage Ave,Bissell St & Armitage Ave,2365,1984,381,4349,0.09
Customer,Loomis St & Taylor St,Wood St & Taylor St,2280,1914,366,4194,0.09
Customer,Ritchie Ct & Banks St,Clark St & Elm St,2272,1915,357,4187,0.09
Customer,Clinton St & Jackson Blvd,Clinton St & Lake St,2246,1859,387,4105,0.09
Customer,Woodlawn Ave & 55th St,Ellis Ave & 55th St,2223,1846,377,4069,0.09
Customer,Kingsbury St & Kinzie St,Wells St & Huron St,1852,2206,354,4058,0.09
Customer,Wells St & Concord Ln,Wells St & Walton St,1813,2178,365,3991,0.09
Customer,Broadway & Cornelia Ave,Wilton Ave & Belmont Ave,1735,2082,347,3817,0.09
Customer,Columbus Dr & Randolph St,Franklin St & Monroe St,1933,1602,331,3535,0.09
Customer,Marshfield Ave & Cortland St,Leavitt St & North Ave,1893,1585,308,3478,0.09
Customer,Stetson Ave & South Water St,State St & Randolph St,1838,1544,294,3382,0.09
Customer,Broadway & Waveland Ave,Clarendon Ave & Gordon Ter,1829,1537,292,3366,0.09
Customer,Lakeview Ave & Fullerton Pkwy,Stockton Dr & Wrightwood Ave,1837,1526,311,3363,0.09
Customer,Emerald Ave & 31st St,State St & 33rd St,1482,1777,295,3259,0.09
Customer,St. Clair St & Erie St,Wells St & Huron St,1483,1766,283,3249,0.09
Customer,Clark St & Wellington Ave,Clark St & Wrightwood Ave,1767,1461,306,3228,0.09
Customer,Ellis Ave & 58th St,Shore Dr & 55th St,1471,1749,278,3220,0.09
Customer,Woodlawn Ave & 55th St,Lake Park Ave & 56th St,1742,1466,276,3208,0.09
Customer,Ogden Ave & Race Ave,Clinton St & Washington Blvd,1749,1455,294,3204,0.09
Customer,Larrabee St & Webster Ave,Clark St & Armitage Ave,1447,1745,298,3192,0.09
Customer,Kingsbury St & Kinzie St,Clark St & Elm St,1446,1740,294,3186,0.09
Customer,Throop St & Taylor St,Halsted St & Polk St,1738,1446,292,3184,0.09
Customer,Racine Ave & Congress Pkwy,May St & Taylor St,1719,1441,278,3160,0.09
Customer,Halsted St & Wrightwood Ave,Halsted St & Dickens Ave,1698,1424,274,3122,0.09
Customer,St. Clair St & Erie St,McClurg Ct & Erie St,1681,1395,286,3076,0.09
Customer,Clybourn Ave & Division St,Clark St & Elm St,1393,1679,286,3072,0.09
Customer,Indiana Ave & Roosevelt Rd,Michigan Ave & Lake St,1647,1368,279,3015,0.09
Customer,Clinton St & Madison St,Green St & Randolph St*,1372,1631,259,3003,0.09
Customer,Broadway & Sheridan Rd,Halsted St & Roscoe St,1624,1352,272,2976,0.09
Customer,Aberdeen St & Monroe St,Clinton St & Madison St,1347,1626,279,2973,0.09
Customer,Clark St & Lake St,Clinton St & Madison St,1627,1346,281,2973,0.09
Customer,Clark St & Randolph St,Michigan Ave & Lake St,1314,1581,267,2895,0.09
Customer,Wells St & Concord Ln,Larrabee St & Menomonee St,1563,1309,254,2872,0.09
Customer,Clinton St & Madison St,Wells St & Huron St,1280,1519,239,2799,0.09
Customer,California Ave & Milwaukee Ave,Damen Ave & Pierce Ave,1516,1266,250,2782,0.09
Customer,Wells St & Elm St,Franklin St & Monroe St,1260,1520,260,2780,0.09
Customer,Benson Ave & Church St,Chicago Ave & Sheridan Rd,1242,1499,257,2741,0.09
Customer,Ashland Ave & Blackhawk St,Marshfield Ave & Cortland St,1499,1240,259,2739,0.09
Customer,Kingsbury St & Kinzie St,Desplaines St & Randolph St,1462,1226,236,2688,0.09
Customer,Dearborn St & Monroe St,State St & Harrison St,1431,1204,227,2635,0.09
Customer,Clinton St & Washington Blvd,Clinton St & Lake St,1423,1189,234,2612,0.09
Customer,Desplaines St & Jackson Blvd,Kingsbury St & Kinzie St,1386,1167,219,2553,0.09
Customer,Lake Park Ave & 47th St,Woodlawn Ave & Lake Park Ave,1376,1158,218,2534,0.09
Customer,Dearborn Pkwy & Delaware Pl,Kingsbury St & Erie St,1372,1139,233,2511,0.09
Customer,Broadway & Ridge Ave,Clark St & Berwyn Ave,1372,1137,235,2509,0.09
Customer,Rush St & Superior St,Clark St & Elm St,1350,1130,220,2480,0.09
Customer,Clark St & Lake St,Clark St & Elm St,1129,1345,216,2474,0.09
Customer,McClurg Ct & Illinois St,Mies van der Rohe Way & Chicago Ave,1325,1099,226,2424,0.09
Customer,Indiana Ave & 31st St,Rhodes Ave & 32nd St,1096,1317,221,2413,0.09
Customer,Desplaines St & Kinzie St,May St & Fulton St,1307,1101,206,2408,0.09
Customer,Clark St & Elm St,Ashland Ave & Division St,1306,1080,226,2386,0.09
Customer,Wabash Ave & Roosevelt Rd,Michigan Ave & Congress Pkwy,1079,1290,211,2369,0.09
Customer,Canal St & Taylor St,Wabash Ave & Roosevelt Rd,1291,1076,215,2367,0.09
Customer,Morgan St & Polk St,Clinton St & Washington Blvd,1292,1071,221,2363,0.09
Customer,Wentworth Ave & 33rd St,Calumet Ave & 33rd St,1060,1261,201,2321,0.09
Customer,Emerald Ave & 31st St,MLK Jr Dr & 29th St,1264,1056,208,2320,0.09
Customer,Larrabee St & Kingsbury St,Clinton St & Lake St,1052,1265,213,2317,0.09
Customer,Paulina Ave & North Ave,Wood St & Milwaukee Ave,1023,1224,201,2247,0.09
Customer,Clinton St & Roosevelt Rd,Morgan St & Polk St,1010,1204,194,2214,0.09
Customer,Clinton St & Washington Blvd,State St & Van Buren St,1189,983,206,2172,0.09
Customer,Clark St & 9th St (AMLI),Franklin St & Monroe St,1175,983,192,2158,0.09
Customer,Broadway & Thorndale Ave,Broadway & Granville Ave,981,1176,195,2157,0.09
Customer,Wells St & Concord Ln,Halsted St & Wrightwood Ave,1165,974,191,2139,0.09
Customer,Wells St & Concord Ln,Halsted St & Dickens Ave,1164,973,191,2137,0.09
Customer,LaSalle St & Jackson Blvd,Michigan Ave & Washington St,1162,968,194,2130,0.09
Customer,Franklin St & Monroe St,Wabash Ave & 16th St,948,1133,185,2081,0.09
Customer,State St & Chicago Ave,Clark St & Elm St,1132,938,194,2070,0.09
Customer,Federal St & Polk St,Michigan Ave & 14th St,1129,939,190,2068,0.09
Customer,Sheridan Rd & Lawrence Ave,Broadway & Wilson Ave,1111,933,178,2044,0.09
Customer,Wolcott Ave & Polk St,900 W Harrison St,928,1106,178,2034,0.09
Customer,Clark St & Montrose Ave,Sheridan Rd & Montrose Ave,1096,912,184,2008,0.09
Customer,LaSalle St & Washington St,Clark St & Elm St,1093,912,181,2005,0.09
Customer,University Ave & 57th St,Kimbark Ave & 53rd St,9344,8005,1339,17349,0.08
Customer,Morgan St & Polk St,Loomis St & Lexington St,7961,9318,1357,17279,0.08
Customer,Racine Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,6984,5999,985,12983,0.08
Customer,Clinton St & Washington Blvd,Larrabee St & Kingsbury St,4912,5788,876,10700,0.08
Customer,Rush St & Hubbard St,Clinton St & Washington Blvd,4646,5421,775,10067,0.08
Customer,Clark St & Armitage Ave,Sedgwick St & North Ave,3682,4306,624,7988,0.08
Customer,Wabash Ave & Roosevelt Rd,Michigan Ave & 14th St,4112,3516,596,7628,0.08
Customer,Wolcott Ave & Polk St,Morgan St & Polk St,4073,3494,579,7567,0.08
Customer,Sheridan Rd & Irving Park Rd,Southport Ave & Irving Park Rd,3436,4028,592,7464,0.08
Customer,Canal St & Adams St,McClurg Ct & Illinois St,3690,3138,552,6828,0.08
Customer,Sedgwick St & Webster Ave,Sedgwick St & North Ave,3101,3609,508,6710,0.08
Customer,Ellis Ave & 53rd St,Kimbark Ave & 53rd St,2646,3105,459,5751,0.08
Customer,Clinton St & Madison St,Aberdeen St & Jackson Blvd,2440,2860,420,5300,0.08
Customer,Larrabee St & Kingsbury St,Clark St & Elm St,2620,2223,397,4843,0.08
Customer,Aberdeen St & Jackson Blvd,Peoria St & Jackson Blvd,2607,2230,377,4837,0.08
Customer,May St & Taylor St,Wood St & Taylor St,2547,2168,379,4715,0.08
Customer,Wilton Ave & Diversey Pkwy,Sheffield Ave & Fullerton Ave,2076,2442,366,4518,0.08
Customer,Lake Shore Dr & Wellington Ave,Lake Shore Dr & North Blvd,2067,2444,377,4511,0.08
Customer,Kingsbury St & Kinzie St,Dearborn Pkwy & Delaware Pl,2321,1992,329,4313,0.08
Customer,Hermitage Ave & Polk St,Morgan St & Polk St,2161,1858,303,4019,0.08
Customer,Clark St & Winnemac Ave,Broadway & Argyle St,2145,1815,330,3960,0.08
Customer,Clinton St & Jackson Blvd,Kingsbury St & Kinzie St,1677,1957,280,3634,0.08
Customer,Larrabee St & Webster Ave,Bissell St & Armitage Ave,1559,1844,285,3403,0.08
Customer,Lake Shore Dr & Ohio St,Lake Shore Dr & North Blvd,1812,1552,260,3364,0.08
Customer,Canal St & Adams St,Mies van der Rohe Way & Chicago Ave,1533,1796,263,3329,0.08
Customer,Desplaines St & Kinzie St,Green St & Madison St,1794,1531,263,3325,0.08
Customer,St. Clair St & Erie St,Daley Center Plaza,1750,1505,245,3255,0.08
Customer,Wells St & Evergreen Ave,Clark St & Armitage Ave,1441,1692,251,3133,0.08
Customer,Paulina St & 18th St,Racine Ave & 18th St,1651,1400,251,3051,0.08
Customer,Sheridan Rd & Irving Park Rd,Southport Ave & Waveland Ave,1347,1597,250,2944,0.08
Customer,Clark St & Lake St,McClurg Ct & Illinois St,1277,1506,229,2783,0.08
Customer,Cityfront Plaza Dr & Pioneer Ct,Michigan Ave & Lake St,1235,1448,213,2683,0.08
Customer,Shore Dr & 55th St,Cornell Ave & Hyde Park Blvd,1224,1444,220,2668,0.08
Customer,Sheridan Rd & Buena Ave,Broadway & Waveland Ave,1224,1440,216,2664,0.08
Customer,Sheridan Rd & Lawrence Ave,Sheridan Rd & Montrose Ave,1195,1401,206,2596,0.08
Customer,Kimbark Ave & 53rd St,Ellis Ave & 55th St,1168,1363,195,2531,0.08
Customer,Desplaines St & Randolph St,Michigan Ave & Washington St,1136,1343,207,2479,0.08
Customer,Wabash Ave & Grand Ave,McClurg Ct & Illinois St,1113,1314,201,2427,0.08
Customer,Wells St & Elm St,Larrabee St & Division St,1114,1309,195,2423,0.08
Customer,Morgan St & Polk St,Racine Ave & 18th St,1094,1287,193,2381,0.08
Customer,Marshfield Ave & Cortland St,Ashland Ave & Division St,1091,1290,199,2381,0.08
Customer,Dayton St & North Ave,Clybourn Ave & Division St,1058,1242,184,2300,0.08
Customer,Larrabee St & Webster Ave,Larrabee St & Kingsbury St,1226,1048,178,2274,0.08
Customer,Eckhart Park,Damen Ave & Chicago Ave,1223,1034,189,2257,0.08
Customer,Franklin St & Monroe St,Morgan St & Lake St,1025,1213,188,2238,0.08
Customer,Dearborn St & Monroe St,Daley Center Plaza,1203,1024,179,2227,0.08
Customer,Clark St & Lake St,Franklin St & Monroe St,1023,1203,180,2226,0.08
Customer,Canal St & Adams St,Noble St & Milwaukee Ave,1189,1020,169,2209,0.08
Customer,Michigan Ave & 14th St,Calumet Ave & 18th St,1196,1012,184,2208,0.08
Customer,Broadway & Sheridan Rd,Broadway & Barry Ave,1012,1194,182,2206,0.08
Customer,Sheffield Ave & Kingsbury St,Marshfield Ave & Cortland St,980,1146,166,2126,0.08
Customer,State St & Kinzie St,Clinton St & Washington Blvd,977,1143,166,2120,0.08
Customer,Racine Ave & Randolph St,Morgan St & Lake St,954,1113,159,2067,0.08
Customer,Halsted St & Roosevelt Rd,Loomis St & Lexington St,938,1109,171,2047,0.08
Customer,Western Ave & Howard St,Paulina St & Howard St,1095,933,162,2028,0.08
Customer,Clark St & Montrose Ave,Ravenswood Ave & Lawrence Ave,1083,917,166,2000,0.08
Customer,MLK Jr Dr & 29th St,State St & 33rd St,12928,11185,1743,24113,0.07
Customer,Canal St & Madison St,Michigan Ave & Washington St,11598,10147,1451,21745,0.07
Customer,Theater on the Lake,Lakefront Trail & Bryn Mawr Ave,4751,4097,654,8848,0.07
Customer,Southport Ave & Roscoe St,Ashland Ave & Grace St,3488,4016,528,7504,0.07
Customer,Halsted St & Wrightwood Ave,Wilton Ave & Diversey Pkwy,3901,3365,536,7266,0.07
Customer,Racine Ave & Congress Pkwy,Morgan St & Polk St,2941,3360,419,6301,0.07
Customer,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,3353,2938,415,6291,0.07
Customer,Clinton St & Washington Blvd,Peoria St & Jackson Blvd,2819,3219,400,6038,0.07
Customer,Clark St & Wellington Ave,Sheffield Ave & Wellington Ave,2971,2587,384,5558,0.07
Customer,Larrabee St & Oak St,Clark St & Elm St,2318,2683,365,5001,0.07
Customer,Orleans St & Merchandise Mart Plaza,Clinton St & Madison St,2660,2335,325,4995,0.07
Customer,Shields Ave & 31st St,Wentworth Ave & 33rd St,2556,2222,334,4778,0.07
Customer,Broadway & Argyle St,Clark St & Winnemac Ave,2157,2457,300,4614,0.07
Customer,Michigan Ave & Oak St,Lakeview Ave & Fullerton Pkwy,2457,2140,317,4597,0.07
Customer,St. Clair St & Erie St,Clark St & Elm St,2330,2027,303,4357,0.07
Customer,Clinton St & Madison St,Ada St & Washington Blvd,1861,2150,289,4011,0.07
Customer,Paulina Ave & North Ave,Marshfield Ave & Cortland St,2141,1867,274,4008,0.07
Customer,Halsted St & Polk St,Morgan St & Polk St,1790,2045,255,3835,0.07
Customer,Rush St & Superior St,Clinton St & Washington Blvd,1724,2002,278,3726,0.07
Customer,Theater on the Lake,Lake Shore Dr & Ohio St,1678,1930,252,3608,0.07
Customer,Millennium Park,Streeter Dr & Grand Ave,1666,1936,270,3602,0.07
Customer,Clinton St & Washington Blvd,Mies van der Rohe Way & Chicago Ave,1606,1856,250,3462,0.07
Customer,Lakeview Ave & Fullerton Pkwy,Sheffield Ave & Fullerton Ave,1596,1824,228,3420,0.07
Customer,Indiana Ave & Roosevelt Rd,Streeter Dr & Grand Ave,1515,1750,235,3265,0.07
Customer,Wood St & Taylor St,Canal St & Jackson Blvd,1508,1744,236,3252,0.07
Customer,Orleans St & Merchandise Mart Plaza,Clark St & Elm St,1726,1496,230,3222,0.07
Customer,State St & 33rd St,State St & 35th St,1656,1441,215,3097,0.07
Customer,Southport Ave & Waveland Ave,Lincoln Ave & Roscoe St,1652,1435,217,3087,0.07
Customer,Wabash Ave & 9th St,Wabash Ave & Roosevelt Rd,1414,1625,211,3039,0.07
Customer,Dearborn St & Adams St,Daley Center Plaza,1597,1401,196,2998,0.07
Customer,Clark St & Wellington Ave,Broadway & Waveland Ave,1541,1352,189,2893,0.07
Customer,Dearborn St & Erie St,State St & Randolph St,1301,1509,208,2810,0.07
Customer,Clifton Ave & Lawrence Ave,Ravenswood Ave & Lawrence Ave,1487,1301,186,2788,0.07
Customer,Woodlawn Ave & 55th St,Cornell Ave & Hyde Park Blvd,1274,1470,196,2744,0.07
Customer,Sheffield Ave & Kingsbury St,Bissell St & Armitage Ave,1273,1470,197,2743,0.07
Customer,Dearborn Pkwy & Delaware Pl,Clinton St & Madison St,1275,1466,191,2741,0.07
Customer,Morgan St & Polk St,Canal St & Jackson Blvd,1435,1254,181,2689,0.07
Customer,Stockton Dr & Wrightwood Ave,Lake Shore Dr & North Blvd,1239,1425,186,2664,0.07
Customer,Clinton St & Washington Blvd,Green St & Randolph St*,1397,1215,182,2612,0.07
Customer,Sheffield Ave & Waveland Ave,Pine Grove Ave & Irving Park Rd,1212,1390,178,2602,0.07
Customer,Sheffield Ave & Addison St,Pine Grove Ave & Waveland Ave,1191,1359,168,2550,0.07
Customer,Pine Grove Ave & Irving Park Rd,Broadway & Cornelia Ave,1154,1339,185,2493,0.07
Customer,Orleans St & Merchandise Mart Plaza,Michigan Ave & Washington St,1158,1321,163,2479,0.07
Customer,Kingsbury St & Kinzie St,Larrabee St & North Ave,1113,1278,165,2391,0.07
Customer,Larrabee St & Armitage Ave,Clark St & Armitage Ave,1226,1064,162,2290,0.07
Customer,Woodlawn Ave & 55th St,Lake Park Ave & 53rd St,1057,1223,166,2280,0.07
Customer,900 W Harrison St,May St & Taylor St,1218,1057,161,2275,0.07
Customer,Albany Ave & Bloomingdale Ave,Marshfield Ave & Cortland St,1054,1215,161,2269,0.07
Customer,Canal St & Taylor St,Clinton St & Madison St,1051,1200,149,2251,0.07
Customer,Racine Ave & Congress Pkwy,Loomis St & Lexington St,1181,1030,151,2211,0.07
Customer,Stetson Ave & South Water St,Franklin St & Lake St,1171,1010,161,2181,0.07
Customer,Sheffield Ave & Waveland Ave,Broadway & Belmont Ave,1170,1007,163,2177,0.07
Customer,Clinton St & Lake St,Sedgwick St & Huron St,1002,1163,161,2165,0.07
Customer,Sheffield Ave & Webster Ave,Clark St & Wrightwood Ave,999,1150,151,2149,0.07
Customer,Clinton St & Lake St,Green St & Madison St,1147,998,149,2145,0.07
Customer,Clark St & Wrightwood Ave,Wilton Ave & Belmont Ave,1140,996,144,2136,0.07
Customer,Cityfront Plaza Dr & Pioneer Ct,Clark St & Congress Pkwy,1134,987,147,2121,0.07
Customer,Wells St & Elm St,Clinton St & Madison St,1130,986,144,2116,0.07
Customer,Franklin St & Lake St,Wells St & Huron St,973,1120,147,2093,0.07
Customer,Dearborn St & Monroe St,Fairbanks Ct & Grand Ave,1116,969,147,2085,0.07
Customer,Sheridan Rd & Montrose Ave,Halsted St & Roscoe St,969,1111,142,2080,0.07
Customer,Rush St & Cedar St,St. Clair St & Erie St,951,1087,136,2038,0.07
Customer,Spaulding Ave & Armitage Ave,Western Ave & Winnebago Ave,934,1077,143,2011,0.07
Customer,Sheridan Rd & Irving Park Rd,Pine Grove Ave & Irving Park Rd,9336,8207,1129,17543,0.06
Customer,Canal St & Adams St,Kingsbury St & Kinzie St,6792,7595,803,14387,0.06
Customer,Southport Ave & Roscoe St,Southport Ave & Irving Park Rd,4280,4789,509,9069,0.06
Customer,Damen Ave & Foster Ave,Damen Ave & Leland Ave,4739,4237,502,8976,0.06
Customer,Wilton Ave & Belmont Ave,Broadway & Barry Ave,3694,4146,452,7840,0.06
Customer,Dearborn Pkwy & Delaware Pl,Clinton St & Washington Blvd,3249,3632,383,6881,0.06
Customer,Halsted St & Polk St,May St & Taylor St,3585,3164,421,6749,0.06
Customer,Wells St & Concord Ln,Wells St & Evergreen Ave,3325,2977,348,6302,0.06
Customer,Wells St & Elm St,Wells St & Huron St,2886,3223,337,6109,0.06
Customer,Clinton St & Washington Blvd,McClurg Ct & Erie St,2859,3199,340,6058,0.06
Customer,Clinton St & Madison St,Kingsbury St & Erie St,2851,3197,346,6048,0.06
Customer,Ellis Ave & 55th St,Lake Park Ave & 56th St,3032,2680,352,5712,0.06
Customer,Theater on the Lake,Lake Shore Dr & North Blvd,2910,2602,308,5512,0.06
Customer,Blackstone Ave & 59th St,University Ave & 57th St,2882,2549,333,5431,0.06
Customer,Halsted St & Polk St,Loomis St & Lexington St,2434,2736,302,5170,0.06
Customer,Clinton St & Washington Blvd,McClurg Ct & Illinois St,2660,2337,323,4997,0.06
Customer,Clinton St & Washington Blvd,LaSalle St & Illinois St,2324,2623,299,4947,0.06
Customer,Racine Ave & Belmont Ave,Wilton Ave & Belmont Ave,2272,2564,292,4836,0.06
Customer,Halsted St & Dickens Ave,Bissell St & Armitage Ave,2494,2214,280,4708,0.06
Customer,Western Ave & Winnebago Ave,Albany Ave & Bloomingdale Ave,2129,2422,293,4551,0.06
Customer,Western Ave & Roscoe St,Lincoln Ave & Roscoe St,2320,2039,281,4359,0.06
Customer,Sheffield Ave & Willow St,Bissell St & Armitage Ave,2167,1909,258,4076,0.06
Customer,Wells St & Elm St,Clinton St & Washington Blvd,1918,2154,236,4072,0.06
Customer,Damen Ave & Chicago Ave,Damen Ave & Grand Ave,2017,1806,211,3823,0.06
Customer,Damen Ave & Thomas St (Augusta Blvd),Damen Ave & Pierce Ave,1705,1916,211,3621,0.06
Customer,Mies van der Rohe Way & Chestnut St,Clark St & Elm St,1899,1695,204,3594,0.06
Customer,Paulina St & Montrose Ave,Ravenswood Ave & Lawrence Ave,1853,1642,211,3495,0.06
Customer,Franklin St & Monroe St,Clark St & Elm St,1824,1622,202,3446,0.06
Customer,Broadway & Cornelia Ave,Broadway & Barry Ave,1615,1809,194,3424,0.06
Customer,Indiana Ave & Roosevelt Rd,Clark St & Congress Pkwy,1755,1562,193,3317,0.06
Customer,Canal St & Adams St,Morgan St & Polk St,1721,1531,190,3252,0.06
Customer,Damen Ave & Wellington Ave,Ashland Ave & Wellington Ave,1499,1679,180,3178,0.06
Customer,Ellis Ave & 58th St,Cornell Ave & Hyde Park Blvd,1491,1672,181,3163,0.06
