station_a,lat_a,lon_a,station_b,lat_b,lon_b,ride_count,subscriber_count,customer_count
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Canal St & Adams St",41.879255,-87.639904,2798,2419,379
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Wabash Ave & Adams St",41.8794723523,-87.6256886059,2797,2117,680
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,"Streeter Dr & Grand Ave",41.892278,-87.612043,2797,694,2103
"Daley Center Plaza",41.884241,-87.629634,"Franklin St & Monroe St",41.880317,-87.635185,2795,2557,238
"Federal St & Polk St",41.8720776329,-87.6295437729,"LaSalle St & Adams St",41.8793443735,-87.6319852213,2794,2689,105
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Canal St & Taylor St",41.870257,-87.639474,2793,2409,384
"Columbus Dr & Randolph St",41.884728,-87.619521,"Clark St & Lake St",41.8860208277,-87.6308760584,2792,2290,502
"Stetson Ave & South Water St",41.886835,-87.62232,"Dearborn St & Monroe St",41.881319815,-87.6295209193,2791,2505,286
"Clark St & Drummond Pl",41.931248,-87.644336,"Clark St & Armitage Ave",41.918306,-87.636282,2791,2015,776
"Sedgwick St & Webster Ave",41.922167,-87.638888,"Michigan Ave & Oak St",41.90096039,-87.62377664,2791,1099,1692
"Clark St & 9th St (AMLI)",41.870816,-87.631246,"Daley Center Plaza",41.884241,-87.629634,2789,2560,229
"Daley Center Plaza",41.884241,-87.629634,"Canal St & Monroe St",41.8807,-87.63947,2788,2681,107
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,2788,1379,1409
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,"Theater on the Lake",41.926277,-87.630834,2786,1238,1548
"Wabash Ave & 8th St",41.871962,-87.626106,"Millennium Park",41.8810317,-87.62408432,2784,1205,1579
"Dearborn St & Adams St",41.8793563587,-87.6297910363,"Millennium Park",41.8810317,-87.62408432,2783,611,2172
"Sheffield Ave & Addison St",41.94688,-87.65445,"Broadway & Cornelia Ave",41.945512,-87.64598,2783,2433,350
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,"Clark St & Randolph St",41.884576228,-87.63188991,2782,2412,370
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2780,2397,383
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,2776,2221,555
"Michigan Ave & Pearson St",41.89766,-87.62351,"Lake Shore Dr & North Blvd",41.911722,-87.626804,2776,599,2177
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Dusable Harbor",41.886976,-87.612813,2775,1221,1554
"Morgan St & Polk St",41.871737,-87.65103,"Clinton St & Jackson Blvd",41.8783166118,-87.6409810781,2774,2501,273
"Ellis Ave & 58th St",41.788746,-87.601334,"Lake Park Ave & 53rd St",41.7994942937,-87.5864498959,2774,2290,484
"Clark St & Elm St",41.903233,-87.631253,"Clinton St & Madison St",41.8827519657,-87.6411902905,2774,2445,329
"Franklin St & Monroe St",41.880317,-87.635185,"Wabash Ave & Adams St",41.8794723523,-87.6256886059,2773,2570,203
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,"Theater on the Lake",41.926277,-87.630834,2773,1296,1477
"Marshfield Ave & Cortland St",41.916017,-87.668879,"Clifton Ave & Armitage Ave",41.918216,-87.656936,2771,2471,300
"Southport Ave & Roscoe St",41.943739,-87.66402,"Broadway & Belmont Ave",41.940106,-87.645451,2771,2100,671
"Clinton St & Washington Blvd",41.88338,-87.64117,"Clinton St & Lake St",41.885637,-87.641823,2771,2612,159
"Larrabee St & Division St",41.90348607,-87.6433534936,"Kingsbury St & Erie St",41.8939139,-87.6417358,2771,2264,507
"Clark St & Wrightwood Ave",41.929546,-87.643118,"Broadway & Belmont Ave",41.940106,-87.645451,2771,2326,445
"Clark St & Wrightwood Ave",41.929546,-87.643118,"Halsted St & Dickens Ave",41.919936,-87.64883,2771,2117,654
"Ellis Ave & 58th St",41.788746,-87.601334,"Blackstone Ave & Hyde Park Blvd",41.802562,-87.590368,2770,2265,505
"Michigan Ave & Pearson St",41.89766,-87.62351,"Lake Shore Dr & Monroe St",41.880958,-87.616743,2770,330,2440
"Clark St & Wrightwood Ave",41.929546,-87.643118,"Clark St & Elm St",41.903233,-87.631253,2770,2098,672
"Broadway & Cornelia Ave",41.945512,-87.64598,"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,2770,2493,277
"Kimbark Ave & 53rd St",41.799568,-87.594747,"Blackstone Ave & Hyde Park Blvd",41.802562,-87.590368,2768,2296,472
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Noble St & Milwaukee Ave",41.90068,-87.6626,2766,2580,186
"Michigan Ave & Oak St",41.90096039,-87.62377664,"DuSable Lake Shore Dr & Diversey Pkwy",41.932588,-87.636427,2763,1371,1392
"McClurg Ct & Illinois St",41.89102,-87.6173,"McClurg Ct & Erie St",41.894503,-87.617854,2763,2363,400
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,"Calumet Ave & 18th St",41.857611,-87.619407,2763,2190,573
"Broadway & Barry Ave",41.937725,-87.644095,"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,2762,2558,204
"Sheffield Ave & Webster Ave",41.92154,-87.653818,"Sheffield Ave & Kingsbury St",41.910522,-87.653106,2760,2374,386
"Canal St & Madison St",41.882091,-87.639833,"Franklin St & Lake St",41.885837,-87.6355,2760,2576,184
"Eckhart Park",41.89637337,-87.66098386,"Ashland Ave & Division St",41.90345,-87.667747,2759,2406,353
"Columbus Dr & Randolph St",41.884728,-87.619521,"St. Clair St & Erie St",41.8943451374,-87.6227983832,2759,2168,591
"Halsted St & Roosevelt Rd",41.867324,-87.648625,"900 W Harrison St",41.874754,-87.649807,2759,2220,539
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,"Dearborn St & Adams St",41.8793563587,-87.6297910363,2758,2309,449
"Wells St & Walton St",41.89993001,-87.63443007,"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2758,2365,393
"Clark St & Armitage Ave",41.918306,-87.636282,"Clark St & Wellington Ave",41.9364968219,-87.6475386582,2758,1975,783
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,"Lake Shore Dr & North Blvd",41.911722,-87.626804,2758,1123,1635
"Wells St & Evergreen Ave",41.906724,-87.63483,"Sedgwick St & North Ave",41.910983,-87.638525,2752,2415,337
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,"Clinton St & Madison St",41.8827519657,-87.6411902905,2751,2452,299
"Clinton St & Washington Blvd",41.88338,-87.64117,"St Clair St & Erie St",41.894448,-87.622663,2747,2633,114
"Clark St & Elm St",41.903233,-87.631253,"Kingsbury St & Erie St",41.8939139,-87.6417358,2744,2354,390
"Sheffield Ave & Addison St",41.94688,-87.65445,"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,2744,2550,194
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,2743,1174,1569
"DuSable Lake Shore Dr & North Blvd",41.911722,-87.626804,"Dusable Harbor",41.886976,-87.612813,2742,747,1995
"Broadway & Belmont Ave",41.940106,-87.645451,"Lake Shore Dr & North Blvd",41.911722,-87.626804,2741,1050,1691
"Western Ave & Winnebago Ave",41.91552,-87.687022,"Campbell Ave & North Ave",41.910535,-87.689556,2740,2460,280
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,"Clark St & Elm St",41.903233,-87.631253,2740,1936,804
"Sedgwick St & Huron St",41.894666,-87.638437,"Kingsbury St & Erie St",41.8939139,-87.6417358,2738,2451,287
"Wood St & Augusta Blvd",41.899181,-87.6722,"Ashland Ave & Division St",41.90345,-87.667747,2737,2536,201
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Aberdeen St & Randolph St",41.884114,-87.654264,2735,2424,311
"Morgan St & Lake St",41.8854833079,-87.6523048564,"Desplaines St & Kinzie St",41.888716036,-87.6444478533,2733,2486,247
"Bissell St & Armitage Ave",41.91844,-87.65222,"Clifton Ave & Armitage Ave",41.918216,-87.656936,2733,2555,178
"Ashland Ave & Division St",41.90345,-87.667747,"Desplaines St & Kinzie St",41.888716036,-87.6444478533,2732,2102,630
"MLK Jr Dr & 29th St",41.842052,-87.617,"Wabash Ave & Cermak Rd",41.852619,-87.626488,2732,2400,332
"Rush St & Cedar St",41.9023087012,-87.627690528,"Clark St & Armitage Ave",41.918306,-87.636282,2732,1713,1019
"Clark St & Schiller St",41.907993,-87.631501,"Clark St & Lincoln Ave",41.915689,-87.6346,2728,1914,814
"LaSalle St & Jackson Blvd",41.87817,-87.631985,"Columbus Dr & Randolph St",41.884728,-87.619521,2728,2577,151
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,"Clifton Ave & Armitage Ave",41.918216,-87.656936,2727,2374,353
"Franklin St & Lake St",41.885837,-87.6355,"Franklin St & Monroe St",41.880317,-87.635185,2727,2483,244
"Western Ave & Walton St",41.8984176894,-87.6865960164,"Damen Ave & Chicago Ave",41.895769,-87.67722,2725,2384,341
"Franklin St & Lake St",41.885837,-87.6355,"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,2724,2365,359
"Canal St & Adams St",41.879255,-87.639904,"Loomis St & Jackson Blvd",41.877945,-87.662007,2723,2533,190
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,"Lake Shore Dr & Ohio St",41.89257,-87.614492,2723,1652,1071
"Clybourn Ave & Division St",41.904613,-87.640552,"Wells St & Concord Ln",41.912133,-87.634656,2721,2561,160
"Michigan Ave & 14th St",41.864059,-87.623727,"Calumet Ave & 18th St",41.857611,-87.619407,2720,2208,512
"Broadway & Barry Ave",41.937725,-87.644095,"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,2719,2311,408
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Dearborn St & Erie St",41.893992,-87.629318,2718,1598,1120
"Sheridan Rd & Buena Ave",41.958494,-87.654966,"Sheridan Rd & Montrose Ave",41.96167,-87.65464,2717,2344,373
"Broadway & Cornelia Ave",41.945529,-87.646439,"Broadway & Barry Ave",41.937582316,-87.644097805,2716,2194,522
"Wilton Ave & Belmont Ave",41.94018,-87.65304,"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,2714,2337,377
"Canal St & Monroe St",41.8807,-87.63947,"Kingsbury St & Erie St",41.8939139,-87.6417358,2713,2529,184
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,"State St & Kinzie St",41.88918,-87.6277,2713,2019,694
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,"Ashland Ave & Grace St",41.950687,-87.6687,2712,2319,393
"Michigan Ave & 18th St",41.857926,-87.624336,"Michigan Ave & 14th St",41.864059,-87.623727,2711,2003,708
"Wabash Ave & Cermak Rd",41.852619,-87.626488,"Calumet Ave & 21st St",41.8541842495,-87.6191537415,2711,2540,171
"Larrabee St & Kingsbury St",41.897764,-87.642884,"Wells St & Concord Ln",41.912133,-87.634656,2709,2464,245
"Wilton Ave & Belmont Ave",41.94018,-87.65304,"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,2709,2420,289
"Wells St & Huron St",41.8947953,-87.6343743,"Wells St & Hubbard St",41.889906,-87.634266,2708,2212,496
"Ogden Ave & Congress Pkwy",41.87501,-87.67328,"Wolcott Ave & Polk St",41.871262,-87.673688,2704,2617,87
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,"Halsted St & Fulton St",41.886871,-87.648089,2703,1866,837
"Damen Ave & Chicago Ave",41.895769,-87.67722,"Wood St & Milwaukee Ave",41.907655,-87.672552,2701,2311,390
"Wells St & Concord Ln",41.912133,-87.634656,"Halsted St & Dickens Ave",41.919936,-87.64883,2700,2137,563
"Avondale Ave & Irving Park Rd",41.953393,-87.732002,"Kilbourn Ave & Irving Park Rd",41.953733,-87.740569,2698,2464,234
"Dearborn St & Erie St",41.893992,-87.629318,"Wells St & Evergreen Ave",41.906724,-87.63483,2698,1913,785
"Streeter Dr & Grand Ave",41.892278,-87.612043,"Canal St & Adams St",41.879255,-87.639904,2697,1788,909
"Wells St & Evergreen Ave",41.906724,-87.63483,"Larrabee St & Webster Ave",41.921822,-87.64414,2697,1777,920
"Canal St & Adams St",41.879255,-87.639904,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,2695,2344,351
"Wilton Ave & Belmont Ave",41.94018,-87.65304,"Clark St & Wrightwood Ave",41.929546,-87.643118,2695,2136,559
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,"Broadway & Belmont Ave",41.940106,-87.645451,2692,2177,515
"Clark St & Wrightwood Ave",41.929546,-87.643118,"Sheffield Ave & Webster Ave",41.92154,-87.653818,2691,2149,542
"McClurg Ct & Illinois St",41.89102,-87.6173,"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,2689,1983,706
"Racine Ave & Fullerton Ave",41.92556258,-87.65840426,"Greenview Ave & Fullerton Ave",41.92533,-87.6658,2689,2534,155
"Sheridan Rd & Montrose Ave",41.96167,-87.65464,"Halsted St & Roscoe St",41.94367,-87.64895,2688,2080,608
"Milwaukee Ave & Rockwell St",41.920195,-87.693033,"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,2688,1974,714
"Wabash Ave & Wacker Pl",41.886875,-87.62603,"Dearborn St & Erie St",41.893992,-87.629318,2687,1910,777
"Ada St & Washington Blvd",41.88283,-87.661206,"Sangamon St & Washington Blvd",41.883004,-87.651148,2687,2583,104
"Marine Dr & Ainslie St",41.9716,-87.650154,"Montrose Harbor",41.963982,-87.638181,2686,1270,1416
"Sedgwick St & Huron St",41.894666,-87.638437,"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2684,2348,336
"Kingsbury St & Erie St",41.8939139,-87.6417358,"Daley Center Plaza",41.884241,-87.629634,2684,2524,160
"Dearborn St & Adams St",41.8793563587,-87.6297910363,"Franklin St & Quincy St",41.878724,-87.634793,2683,2475,208
"Clark St & Lincoln Ave",41.915689,-87.6346,"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,2681,1659,1022
"Lincoln Ave & Diversey Pkwy",41.932225,-87.658617,"Racine Ave & Fullerton Ave",41.92556258,-87.65840426,2679,2396,283
"Adler Planetarium",41.866095,-87.607267,"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,2677,256,2421
"Streeter Dr & Grand Ave",41.892278,-87.612043,"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,2674,179,2495
"Clinton St & Jackson Blvd",41.8783166118,-87.6409810781,"Halsted St & Polk St",41.87184,-87.64664,2673,2232,441
"Broadway & Sheridan Rd",41.952833,-87.649993,"Clark St & Grace St",41.95078,-87.659172,2673,2069,604
"Broadway & Belmont Ave",41.940106,-87.645451,"Halsted St & Roscoe St",41.94367,-87.64895,2673,2247,426
"Leavitt St & Lawrence Ave",41.968885,-87.684001,"Damen Ave & Leland Ave",41.967094,-87.679028,2672,2479,193
"Wells St & Elm St",41.903222,-87.634324,"Larrabee St & Oak St",41.9002194932,-87.6429854676,2671,2410,261
"Clark St & Elm St",41.903233,-87.631253,"State St & Kinzie St",41.88918,-87.6277,2671,2173,498
"Federal St & Polk St",41.8720776329,-87.6295437729,"Michigan Ave & 14th St",41.864059,-87.623727,2670,2068,602
"Sheffield Ave & Willow St",41.913688,-87.652855,"Clark St & Lincoln Ave",41.915689,-87.6346,2667,2115,552
"Clark St & Randolph St",41.884576228,-87.63188991,"Clark St & Elm St",41.903233,-87.631253,2666,2344,322
"California Ave & Altgeld St",41.92669,-87.697668,"California Ave & Milwaukee Ave",41.922695,-87.697153,2665,2469,196
"Wood St & Division St",41.90332,-87.67273,"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,2665,2086,579
"Clark St & Armitage Ave",41.918306,-87.636282,"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,2664,1706,958
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,"Western Ave & Winnebago Ave",41.91552,-87.687022,2664,2306,358
"Lake Park Ave & 56th St",41.793242,-87.587782,"Kimbark Ave & 53rd St",41.799568,-87.594747,2664,2188,476
"Morgan Ave & 14th Pl",41.862378,-87.651062,"Halsted St & Maxwell St",41.864883,-87.647071,2663,2447,216
"Racine Ave & Congress Pkwy",41.87464,-87.65703,"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,2660,2441,219
"Clifton Ave & Armitage Ave",41.918216,-87.656936,"Dayton St & North Ave",41.9105780349,-87.6494219288,2658,2390,268
"Wells St & Elm St",41.903222,-87.634324,"Clark St & Lincoln Ave",41.915689,-87.6346,2657,1858,799
"Franklin St & Lake St",41.885837,-87.6355,"Clark St & Elm St",41.903233,-87.631253,2656,2317,339
"Dayton St & North Ave",41.9105780349,-87.6494219288,"Clybourn Ave & Division St",41.904613,-87.640552,2653,2300,353
"Kingsbury St & Erie St",41.8939139,-87.6417358,"Wells St & Huron St",41.8947953,-87.6343743,2653,2369,284
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,"Theater on the Lake",41.926277,-87.630834,2648,1190,1458
"Clinton St & Washington Blvd",41.88338,-87.64117,"Ashland Ave & Division St",41.90345,-87.667747,2645,2407,238
"Morgan St & 18th St",41.858086,-87.651073,"Paulina St & 18th St",41.857901,-87.668745,2644,2000,644
"Clark St & Armitage Ave",41.918306,-87.636282,"Sheffield Ave & Willow St",41.913688,-87.652855,2644,2181,463
"Lincoln Ave & Diversey Pkwy",41.932225,-87.658617,"Racine Ave & Belmont Ave",41.939743,-87.658865,2642,2294,348
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,"Ashland Ave & Wellington Ave",41.936083,-87.669807,2641,2288,353
"Sedgwick St & North Ave",41.910983,-87.638525,"Larrabee St & Division St",41.90348607,-87.6433534936,2636,2325,311
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,2635,2550,85
"Sheridan Rd & Buena Ave",41.958494,-87.654966,"Sheffield Ave & Waveland Ave",41.949399,-87.654529,2633,1782,851
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,2632,1939,693
"Sedgwick St & Webster Ave",41.922167,-87.638888,"Halsted St & Dickens Ave",41.919936,-87.64883,2632,2155,477
"New St & Illinois St",41.8908470406,-87.6186168194,"Streeter Dr & Grand Ave",41.892278,-87.612043,2632,814,1818
"Rush St & Cedar St",41.9023087012,-87.627690528,"St. Clair St & Erie St",41.8943451374,-87.6227983832,2631,2038,593
"Halsted St & Clybourn Ave",41.909668,-87.648128,"Larrabee St & Kingsbury St",41.897764,-87.642884,2631,2382,249
"May St & Fulton St",41.886773,-87.656001,"Morgan St & Lake St",41.8854833079,-87.6523048564,2630,2580,50
"Racine Ave & Belmont Ave",41.939743,-87.658865,"Southport Ave & Waveland Ave",41.94815,-87.66394,2628,2124,504
"Rush St & Cedar St",41.9023087012,-87.627690528,"Wells St & Concord Ln",41.912133,-87.634656,2624,2024,600
"Streeter Dr & Grand Ave",41.892278,-87.612043,"Lincoln Park Conservatory",41.9239313114,-87.6358245313,2621,322,2299
"State St & Randolph St",41.8847302006,-87.6277335692,"Michigan Ave & Lake St",41.886024,-87.624117,2619,1940,679
"Michigan Ave & Pearson St",41.89766,-87.62351,"Canal St & Adams St",41.879255,-87.639904,2618,2181,437
"Green St & Madison St",41.881859328,-87.6492637396,"Aberdeen St & Monroe St",41.880419,-87.655519,2618,2463,155
"Canal St & Monroe St",41.8807,-87.63947,"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2618,2387,231
"Calumet Ave & 18th St",41.857611,-87.619407,"Michigan Ave & 18th St",41.857926,-87.624336,2617,2038,579
"Museum Campus",41.865212,-87.617759,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,2617,1087,1530
"Theater on the Lake",41.926277,-87.630834,"Southport Ave & Roscoe St",41.943739,-87.66402,2617,1197,1420
"Sedgwick St & North Ave",41.910983,-87.638525,"Clark St & Elm St",41.903233,-87.631253,2616,2068,548
"Ashland Ave & Division St",41.90345,-87.667747,"Marshfield Ave & Cortland St",41.916017,-87.668879,2616,2381,235
"Wells St & Evergreen Ave",41.906724,-87.63483,"Franklin St & Monroe St",41.880317,-87.635185,2615,2452,163
"Ashland Ave & Division St",41.90345,-87.667747,"Milwaukee Ave & Grand Ave",41.891578,-87.648384,2614,2133,481
"Clark St & Schiller St",41.907993,-87.631501,"Wells St & Huron St",41.8947953,-87.6343743,2613,2240,373
"Broadway & Barry Ave",41.937725,-87.644095,"Clark St & Wellington Ave",41.9364968219,-87.6475386582,2613,2295,318
"Dearborn St & Erie St",41.893992,-87.629318,"LaSalle St & Jackson Blvd",41.878166,-87.631929,2613,2408,205
"State St & Kinzie St",41.88918,-87.6277,"State St & Randolph St",41.8847302006,-87.6277335692,2613,1902,711
"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,"Lake Shore Dr & North Blvd",41.911722,-87.626804,2612,1187,1425
"Field Museum",41.865312,-87.617867,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,2611,1336,1275
"Canal St & Harrison St",41.874255,-87.639573,"Canal St & Taylor St",41.870257,-87.639474,2610,2282,328
"Loomis St & Taylor St",41.869417,-87.660996,"Racine Ave & Congress Pkwy",41.87464,-87.65703,2609,2413,196
